iso3_a,iso3_b,prox1
ESP,NOR,0.25
ESP,NZL,0.25
ESP,PAK,0.25
ESP,PER,1.0
ESP,PHL,0.0
ESP,POL,0.25
ESP,PRT,0.75
ESP,ROU,0.5
ESP,RUS,0.25
ESP,SLV,1.0
ESP,SRB,0.25
ESP,SVK,0.25
ESP,SVN,0.25
ESP,SWE,0.25
ESP,THA,0.0
ESP,TUN,0.0
ESP,TWN,0.0
ESP,UKR,0.25
ESP,URY,1.0
ESP,USA,0.36250001192092896
ESP,UZB,0.03999999910593033
ESP,VEN,1.0
ESP,ZAF,0.0
FIN,FIN,1.0
FIN,FRA,0.0
FIN,GBR,0.0
FIN,GEO,0.0
FIN,GRC,0.0
FIN,HRV,0.0
FIN,HUN,0.25
FIN,IDN,0.0
FIN,IND,0.0
FIN,ISR,0.0
FIN,ITA,0.0
FIN,JAM,0.0
FIN,JPN,0.0
FIN,KAZ,0.0
FIN,KOR,0.0
FIN,LBN,0.0
FIN,LTU,0.0
FIN,MAR,0.0
FIN,MCO,0.0
FIN,MDA,0.0
FIN,MEX,0.0
FIN,NLD,0.0
FIN,NOR,0.0
FIN,NZL,0.0
FIN,PAK,0.0
FIN,PER,0.0
FIN,PHL,0.0
FIN,POL,0.0
FIN,PRT,0.0
FIN,ROU,0.0
FIN,RUS,0.0
FIN,SLV,0.0
FIN,SRB,0.0
FIN,SVK,0.0
FIN,SVN,0.0
FIN,SWE,0.0
FIN,THA,0.0
FIN,TUN,0.0
FIN,TWN,0.0
FIN,UKR,0.0
FIN,URY,0.0
FIN,USA,0.0
FIN,UZB,0.0
FIN,VEN,0.0
FIN,ZAF,0.0
FRA,FRA,1.0
FRA,GBR,0.25
FRA,GEO,0.0
FRA,GRC,0.25
FRA,HRV,0.25
FRA,HUN,0.0
FRA,IDN,0.0
FRA,IND,0.0
FRA,ISR,0.032499998807907104
FRA,ITA,0.5
FRA,JAM,0.25
FRA,JPN,0.0
FRA,KAZ,0.10249999910593033
FRA,KOR,0.0
FRA,LBN,0.0
FRA,LTU,0.25
FRA,MAR,0.0
FRA,MCO,1.0
FRA,MDA,0.5
FRA,MEX,0.5
FRA,NLD,0.25
FRA,NOR,0.25
FRA,NZL,0.25
FRA,PAK,0.25
FRA,PER,0.5
FRA,PHL,0.0
FRA,POL,0.25
FRA,PRT,0.5
FRA,ROU,0.5
FRA,RUS,0.25
FRA,SLV,0.5
FRA,SRB,0.25
FRA,SVK,0.25
FRA,SVN,0.25
FRA,SWE,0.25
FRA,THA,0.0
FRA,TUN,0.0
FRA,TWN,0.0
FRA,UKR,0.25
FRA,URY,0.5
FRA,USA,0.2875000238418579
FRA,UZB,0.03999999910593033
FRA,VEN,0.5
FRA,ZAF,0.0
GBR,GBR,1.0
GBR,GEO,0.0
GBR,GRC,0.25
GBR,HRV,0.25
GBR,HUN,0.0
GBR,IDN,0.0
GBR,IND,0.0
GBR,ISR,0.032499998807907104
GBR,ITA,0.25
GBR,JAM,1.0
GBR,JPN,0.0
GBR,KAZ,0.10249999910593033
GBR,KOR,0.0
GBR,LBN,0.0
GBR,LTU,0.25
GBR,MAR,0.0
GBR,MCO,0.25
GBR,MDA,0.25
GBR,MEX,0.25
GBR,NLD,0.5
GBR,NOR,0.5
GBR,NZL,1.0
GBR,PAK,0.5
GBR,PER,0.25
GBR,PHL,0.0
GBR,POL,0.25
GBR,PRT,0.25
GBR,ROU,0.25
GBR,RUS,0.25
GBR,SLV,0.25
GBR,SRB,0.25
GBR,SVK,0.25
GBR,SVN,0.25
GBR,SWE,0.5
GBR,THA,0.0
GBR,TUN,0.0
GBR,TWN,0.0
GBR,UKR,0.25
GBR,URY,0.25
GBR,USA,0.8875000476837158
GBR,UZB,0.03999999910593033
GBR,VEN,0.25
GBR,ZAF,0.0
GEO,GEO,1.0
GEO,GRC,0.0
GEO,HRV,0.0
GEO,HUN,0.0
GEO,IDN,0.0
GEO,IND,0.0
GEO,ISR,0.0
GEO,ITA,0.0
GEO,JAM,0.0
GEO,JPN,0.0
GEO,KAZ,0.0
GEO,KOR,0.0
GEO,LBN,0.0
GEO,LTU,0.0
GEO,MAR,0.0
GEO,MCO,0.0
GEO,MDA,0.0
GEO,MEX,0.0
GEO,NLD,0.0
GEO,NOR,0.0
GEO,NZL,0.0
GEO,PAK,0.0
GEO,PER,0.0
GEO,PHL,0.0
GEO,POL,0.0
GEO,PRT,0.0
GEO,ROU,0.0
GEO,RUS,0.0
GEO,SLV,0.0
GEO,SRB,0.0
GEO,SVK,0.0
GEO,SVN,0.0
GEO,SWE,0.0
GEO,THA,0.0
GEO,TUN,0.0
GEO,TWN,0.0
GEO,UKR,0.0
GEO,URY,0.0
GEO,USA,0.0
GEO,UZB,0.0
GEO,VEN,0.0
GEO,ZAF,0.0
GRC,GRC,1.0
GRC,HRV,0.25
GRC,HUN,0.0
GRC,IDN,0.0
GRC,IND,0.0
GRC,ISR,0.032499998807907104
GRC,ITA,0.25
GRC,JAM,0.25
GRC,JPN,0.0
GRC,KAZ,0.10249999910593033
GRC,KOR,0.0
GRC,LBN,0.0
GRC,LTU,0.25
GRC,MAR,0.0
GRC,MCO,0.25
GRC,MDA,0.25
GRC,MEX,0.25
GRC,NLD,0.25
GRC,NOR,0.25
GRC,NZL,0.25
GRC,PAK,0.25
GRC,PER,0.25
GRC,PHL,0.0
GRC,POL,0.25
GRC,PRT,0.25
GRC,ROU,0.25
GRC,RUS,0.25
GRC,SLV,0.25
GRC,SRB,0.25
GRC,SVK,0.25
GRC,SVN,0.25
GRC,SWE,0.25
GRC,THA,0.0
GRC,TUN,0.0
GRC,TWN,0.0
GRC,UKR,0.25
GRC,URY,0.25
GRC,USA,0.25
GRC,UZB,0.03999999910593033
GRC,VEN,0.25
GRC,ZAF,0.0
HRV,HRV,1.0
HRV,HUN,0.0
HRV,IDN,0.0
HRV,IND,0.0
HRV,ISR,0.06499999761581421
HRV,ITA,0.25
HRV,JAM,0.25
HRV,JPN,0.0
HRV,KAZ,0.20499999821186066
HRV,KOR,0.0
HRV,LBN,0.0
HRV,LTU,0.25
HRV,MAR,0.0
HRV,MCO,0.25
HRV,MDA,0.25
HRV,MEX,0.25
HRV,NLD,0.25
HRV,NOR,0.25
HRV,NZL,0.25
HRV,PAK,0.25
HRV,PER,0.25
HRV,PHL,0.0
HRV,POL,0.5
HRV,PRT,0.25
HRV,ROU,0.25
HRV,RUS,0.5
HRV,SLV,0.25
HRV,SRB,0.75
HRV,SVK,0.5
HRV,SVN,0.5
HRV,SWE,0.25
HRV,THA,0.0
HRV,TUN,0.0
HRV,TWN,0.0
HRV,UKR,0.5
HRV,URY,0.25
HRV,USA,0.25
HRV,UZB,0.07999999821186066
HRV,VEN,0.25
HRV,ZAF,0.0
HUN,HUN,1.0
HUN,IDN,0.0
HUN,IND,0.0
HUN,ISR,0.0
HUN,ITA,0.0
HUN,JAM,0.0
HUN,JPN,0.0
HUN,KAZ,0.0
HUN,KOR,0.0
HUN,LBN,0.0
HUN,LTU,0.0
HUN,MAR,0.0
HUN,MCO,0.0
HUN,MDA,0.0
HUN,MEX,0.0
HUN,NLD,0.0
HUN,NOR,0.0
HUN,NZL,0.0
HUN,PAK,0.0
HUN,PER,0.0
HUN,PHL,0.0
HUN,POL,0.0
HUN,PRT,0.0
HUN,ROU,0.0
HUN,RUS,0.0
HUN,SLV,0.0
HUN,SRB,0.0
HUN,SVK,0.0
HUN,SVN,0.0
HUN,SWE,0.0
HUN,THA,0.0
HUN,TUN,0.0
HUN,TWN,0.0
HUN,UKR,0.0
HUN,URY,0.0
HUN,USA,0.0
HUN,UZB,0.0
HUN,VEN,0.0
HUN,ZAF,0.0
IDN,IDN,1.0
IDN,IND,0.0
IDN,ISR,0.0
IDN,ITA,0.0
IDN,JAM,0.0
IDN,JPN,0.0
IDN,KAZ,0.0
IDN,KOR,0.0
IDN,LBN,0.0
IDN,LTU,0.0
IDN,MAR,0.0
IDN,MCO,0.0
IDN,MDA,0.0
IDN,MEX,0.0
IDN,NLD,0.0
IDN,NOR,0.0
IDN,NZL,0.0
IDN,PAK,0.0
IDN,PER,0.0
IDN,PHL,0.25
IDN,POL,0.0
IDN,PRT,0.0
IDN,ROU,0.0
IDN,RUS,0.0
IDN,SLV,0.0
IDN,SRB,0.0
IDN,SVK,0.0
IDN,SVN,0.0
IDN,SWE,0.0
IDN,THA,0.0
IDN,TUN,0.0
IDN,TWN,0.0
IDN,UKR,0.0
IDN,URY,0.0
IDN,USA,0.0
IDN,UZB,0.0
IDN,VEN,0.0
IDN,ZAF,0.0
IND,IND,1.0
IND,ISR,0.0
IND,ITA,0.0
IND,JAM,0.0
IND,JPN,0.0
IND,KAZ,0.0
IND,KOR,0.0
IND,LBN,0.0
IND,LTU,0.0
IND,MAR,0.0
IND,MCO,0.0
IND,MDA,0.0
IND,MEX,0.0
IND,NLD,0.0
IND,NOR,0.0
IND,NZL,0.0
IND,PAK,0.0
IND,PER,0.0
IND,PHL,0.0
IND,POL,0.0
IND,PRT,0.0
IND,ROU,0.0
IND,RUS,0.0
IND,SLV,0.0
IND,SRB,0.0
IND,SVK,0.0
IND,SVN,0.0
IND,SWE,0.0
IND,THA,0.0
IND,TUN,0.0
IND,TWN,0.0
IND,UKR,0.0
IND,URY,0.0
IND,USA,0.0
IND,UZB,0.0
IND,VEN,0.0
IND,ZAF,0.0
ISR,ISR,1.0
ISR,ITA,0.032499998807907104
ISR,JAM,0.032499998807907104
ISR,JPN,0.0
ISR,KAZ,0.05329999700188637
ISR,KOR,0.0
ISR,LBN,0.0
ISR,LTU,0.032499998807907104
ISR,MAR,0.0
ISR,MCO,0.032499998807907104
ISR,MDA,0.032499998807907104
ISR,MEX,0.032499998807907104
ISR,NLD,0.032499998807907104
ISR,NOR,0.032499998807907104
ISR,NZL,0.032499998807907104
ISR,PAK,0.032499998807907104
ISR,PER,0.032499998807907104
ISR,PHL,0.0
ISR,POL,0.06499999761581421
ISR,PRT,0.032499998807907104
ISR,ROU,0.032499998807907104
ISR,RUS,0.12999999523162842
ISR,SLV,0.032499998807907104
ISR,SRB,0.06499999761581421
ISR,SVK,0.06499999761581421
ISR,SVN,0.06499999761581421
ISR,SWE,0.032499998807907104
ISR,THA,0.0
ISR,TUN,0.0
ISR,TWN,0.0
ISR,UKR,0.10724999010562897
ISR,URY,0.032499998807907104
ISR,USA,0.032499998807907104
ISR,UZB,0.020799998193979263
ISR,VEN,0.032499998807907104
ISR,ZAF,0.0
ITA,ITA,1.0
ITA,JAM,0.25
ITA,JPN,0.0
ITA,KAZ,0.10249999910593033
ITA,KOR,0.0
ITA,LBN,0.0
ITA,LTU,0.25
ITA,MAR,0.0
ITA,MCO,0.5
ITA,MDA,0.5
ITA,MEX,0.5
ITA,NLD,0.25
ITA,NOR,0.25
ITA,NZL,0.25
ITA,PAK,0.25
ITA,PER,0.5
ITA,PHL,0.0
ITA,POL,0.25
ITA,PRT,0.5
ITA,ROU,0.5
ITA,RUS,0.25
ITA,SLV,0.5
ITA,SRB,0.25
ITA,SVK,0.25
ITA,SVN,0.25
ITA,SWE,0.25
ITA,THA,0.0
ITA,TUN,0.0
ITA,TWN,0.0
ITA,UKR,0.25
ITA,URY,0.5
ITA,USA,0.2875000238418579
ITA,UZB,0.03999999910593033
ITA,VEN,0.5
ITA,ZAF,0.0
JAM,JAM,1.0
JAM,JPN,0.0
JAM,KAZ,0.10249999910593033
JAM,KOR,0.0
JAM,LBN,0.0
JAM,LTU,0.25
JAM,MAR,0.0
JAM,MCO,0.25
JAM,MDA,0.25
JAM,MEX,0.25
JAM,NLD,0.5
JAM,NOR,0.5
JAM,NZL,1.0
JAM,PAK,0.5
JAM,PER,0.25
JAM,PHL,0.0
JAM,POL,0.25
JAM,PRT,0.25
JAM,ROU,0.25
JAM,RUS,0.25
JAM,SLV,0.25
JAM,SRB,0.25
JAM,SVK,0.25
JAM,SVN,0.25
JAM,SWE,0.5
JAM,THA,0.0
JAM,TUN,0.0
JAM,TWN,0.0
JAM,UKR,0.25
JAM,URY,0.25
JAM,USA,0.8875000476837158
JAM,UZB,0.03999999910593033
JAM,VEN,0.25
JAM,ZAF,0.0
JPN,JPN,1.0
JPN,KAZ,0.0
JPN,KOR,0.0
JPN,LBN,0.0
JPN,LTU,0.0
JPN,MAR,0.0
JPN,MCO,0.0
JPN,MDA,0.0
JPN,MEX,0.0
JPN,NLD,0.0
JPN,NOR,0.0
JPN,NZL,0.0
JPN,PAK,0.0
JPN,PER,0.0
JPN,PHL,0.0
JPN,POL,0.0
JPN,PRT,0.0
JPN,ROU,0.0
JPN,RUS,0.0
JPN,SLV,0.0
JPN,SRB,0.0
JPN,SVK,0.0
JPN,SVN,0.0
JPN,SWE,0.0
JPN,THA,0.0
JPN,TUN,0.0
JPN,TWN,0.0
JPN,UKR,0.0
JPN,URY,0.0
JPN,USA,0.0
JPN,UZB,0.0
JPN,VEN,0.0
JPN,ZAF,0.0
KAZ,KAZ,1.0
KAZ,KOR,0.0
KAZ,LBN,0.0
KAZ,LTU,0.10249999910593033
KAZ,MAR,0.0
KAZ,MCO,0.10249999910593033
KAZ,MDA,0.10249999910593033
KAZ,MEX,0.10249999910593033
KAZ,NLD,0.10249999910593033
KAZ,NOR,0.10249999910593033
KAZ,NZL,0.10249999910593033
KAZ,PAK,0.10249999910593033
KAZ,PER,0.10249999910593033
KAZ,PHL,0.0
KAZ,POL,0.20499999821186066
KAZ,PRT,0.10249999910593033
KAZ,ROU,0.10249999910593033
KAZ,RUS,0.4099999964237213
KAZ,SLV,0.10249999910593033
KAZ,SRB,0.20499999821186066
KAZ,SVK,0.20499999821186066
KAZ,SVN,0.20499999821186066
KAZ,SWE,0.10249999910593033
KAZ,THA,0.0
KAZ,TUN,0.0
KAZ,TWN,0.0
KAZ,UKR,0.3382500112056732
KAZ,URY,0.10249999910593033
KAZ,USA,0.10250000655651093
KAZ,UZB,0.3133999705314636
KAZ,VEN,0.10249999910593033
KAZ,ZAF,0.0
KOR,KOR,1.0
KOR,LBN,0.0
KOR,LTU,0.0
KOR,MAR,0.0
KOR,MCO,0.0
KOR,MDA,0.0
KOR,MEX,0.0
KOR,NLD,0.0
KOR,NOR,0.0
KOR,NZL,0.0
KOR,PAK,0.0
KOR,PER,0.0
KOR,PHL,0.0
KOR,POL,0.0
KOR,PRT,0.0
KOR,ROU,0.0
KOR,RUS,0.0
KOR,SLV,0.0
KOR,SRB,0.0
KOR,SVK,0.0
KOR,SVN,0.0
KOR,SWE,0.0
KOR,THA,0.0
KOR,TUN,0.0
KOR,TWN,0.0
KOR,UKR,0.0
KOR,URY,0.0
KOR,USA,0.0
KOR,UZB,0.0
KOR,VEN,0.0
KOR,ZAF,0.0
LBN,LBN,1.0
LBN,LTU,0.0
LBN,MAR,1.0
LBN,MCO,0.0
LBN,MDA,0.0
LBN,MEX,0.0
LBN,NLD,0.0
LBN,NOR,0.0
LBN,NZL,0.0
LBN,PAK,0.0
LBN,PER,0.0
LBN,PHL,0.0
LBN,POL,0.0
LBN,PRT,0.0
LBN,ROU,0.0
LBN,RUS,0.0
LBN,SLV,0.0
LBN,SRB,0.0
LBN,SVK,0.0
LBN,SVN,0.0
LBN,SWE,0.0
LBN,THA,0.0
LBN,TUN,1.0
LBN,TWN,0.0
LBN,UKR,0.0
LBN,URY,0.0
LBN,USA,0.0
LBN,UZB,0.0
LBN,VEN,0.0
LBN,ZAF,0.0
LTU,LTU,1.0
LTU,MAR,0.0
LTU,MCO,0.25
LTU,MDA,0.25
LTU,MEX,0.25
LTU,NLD,0.25
LTU,NOR,0.25
LTU,NZL,0.25
LTU,PAK,0.25
LTU,PER,0.25
LTU,PHL,0.0
LTU,POL,0.25
LTU,PRT,0.25
LTU,ROU,0.25
LTU,RUS,0.25
LTU,SLV,0.25
LTU,SRB,0.25
LTU,SVK,0.25
LTU,SVN,0.25
LTU,SWE,0.25
LTU,THA,0.0
LTU,TUN,0.0
LTU,TWN,0.0
LTU,UKR,0.25
LTU,URY,0.25
LTU,USA,0.25
LTU,UZB,0.03999999910593033
LTU,VEN,0.25
LTU,ZAF,0.0
MAR,MAR,1.0
MAR,MCO,0.0
MAR,MDA,0.0
MAR,MEX,0.0
MAR,NLD,0.0
MAR,NOR,0.0
MAR,NZL,0.0
MAR,PAK,0.0
MAR,PER,0.0
MAR,PHL,0.0
MAR,POL,0.0
MAR,PRT,0.0
MAR,ROU,0.0
MAR,RUS,0.0
MAR,SLV,0.0
MAR,SRB,0.0
MAR,SVK,0.0
MAR,SVN,0.0
MAR,SWE,0.0
MAR,THA,0.0
MAR,TUN,1.0
MAR,TWN,0.0
MAR,UKR,0.0
MAR,URY,0.0
MAR,USA,0.0
MAR,UZB,0.0
MAR,VEN,0.0
MAR,ZAF,0.0
MCO,MCO,1.0
MCO,MDA,0.5
MCO,MEX,0.5
MCO,NLD,0.25
MCO,NOR,0.25
MCO,NZL,0.25
MCO,PAK,0.25
MCO,PER,0.5
MCO,PHL,0.0
MCO,POL,0.25
MCO,PRT,0.5
MCO,ROU,0.5
MCO,RUS,0.25
MCO,SLV,0.5
MCO,SRB,0.25
MCO,SVK,0.25
MCO,SVN,0.25
MCO,SWE,0.25
MCO,THA,0.0
MCO,TUN,0.0
MCO,TWN,0.0
MCO,UKR,0.25
MCO,URY,0.5
MCO,USA,0.2875000238418579
MCO,UZB,0.03999999910593033
MCO,VEN,0.5
MCO,ZAF,0.0
MDA,MDA,1.0
MDA,MEX,0.5
MDA,NLD,0.25
MDA,NOR,0.25
MDA,NZL,0.25
MDA,PAK,0.25
MDA,PER,0.5
MDA,PHL,0.0
MDA,POL,0.25
MDA,PRT,0.5
MDA,ROU,1.0
MDA,RUS,0.25
MDA,SLV,0.5
MDA,SRB,0.25
MDA,SVK,0.25
MDA,SVN,0.25
MDA,SWE,0.25
MDA,THA,0.0
MDA,TUN,0.0
MDA,TWN,0.0
MDA,UKR,0.25
MDA,URY,0.5
MDA,USA,0.2875000238418579
MDA,UZB,0.03999999910593033
MDA,VEN,0.5
MDA,ZAF,0.0
MEX,MEX,1.0
MEX,NLD,0.25
MEX,NOR,0.25
MEX,NZL,0.25
MEX,PAK,0.25
MEX,PER,1.0
MEX,PHL,0.0
MEX,POL,0.25
MEX,PRT,0.75
MEX,ROU,0.5
MEX,RUS,0.25
MEX,SLV,1.0
MEX,SRB,0.25
MEX,SVK,0.25
MEX,SVN,0.25
MEX,SWE,0.25
MEX,THA,0.0
MEX,TUN,0.0
MEX,TWN,0.0
MEX,UKR,0.25
MEX,URY,1.0
MEX,USA,0.36250001192092896
MEX,UZB,0.03999999910593033
MEX,VEN,1.0
MEX,ZAF,0.0
NLD,NLD,1.0
NLD,NOR,0.5
NLD,NZL,0.5
NLD,PAK,0.25
NLD,PER,0.25
NLD,PHL,0.0
NLD,POL,0.25
NLD,PRT,0.25
NLD,ROU,0.25
NLD,RUS,0.25
NLD,SLV,0.25
NLD,SRB,0.25
NLD,SVK,0.25
NLD,SVN,0.25
NLD,SWE,0.5
NLD,THA,0.0
NLD,TUN,0.0
NLD,TWN,0.0
NLD,UKR,0.25
NLD,URY,0.25
NLD,USA,0.4625000059604645
NLD,UZB,0.03999999910593033
NLD,VEN,0.25
NLD,ZAF,0.0
NOR,NOR,1.0
NOR,NZL,0.5
NOR,PAK,0.25
NOR,PER,0.25
NOR,PHL,0.0
NOR,POL,0.25
NOR,PRT,0.25
NOR,ROU,0.25
NOR,RUS,0.25
NOR,SLV,0.25
NOR,SRB,0.25
NOR,SVK,0.25
NOR,SVN,0.25
NOR,SWE,0.75
NOR,THA,0.0
NOR,TUN,0.0
NOR,TWN,0.0
NOR,UKR,0.25
NOR,URY,0.25
NOR,USA,0.4625000059604645
NOR,UZB,0.03999999910593033
NOR,VEN,0.25
NOR,ZAF,0.0
NZL,NZL,1.0
NZL,PAK,0.5
NZL,PER,0.25
NZL,PHL,0.0
NZL,POL,0.25
NZL,PRT,0.25
NZL,ROU,0.25
NZL,RUS,0.25
NZL,SLV,0.25
NZL,SRB,0.25
NZL,SVK,0.25
NZL,SVN,0.25
NZL,SWE,0.5
NZL,THA,0.0
NZL,TUN,0.0
NZL,TWN,0.0
NZL,UKR,0.25
NZL,URY,0.25
NZL,USA,0.8875000476837158
NZL,UZB,0.03999999910593033
NZL,VEN,0.25
NZL,ZAF,0.0
PAK,PAK,1.0
PAK,PER,0.25
PAK,PHL,0.0
PAK,POL,0.25
PAK,PRT,0.25
PAK,ROU,0.25
PAK,RUS,0.25
PAK,SLV,0.25
PAK,SRB,0.25
PAK,SVK,0.25
PAK,SVN,0.25
PAK,SWE,0.25
PAK,THA,0.0
PAK,TUN,0.0
PAK,TWN,0.0
PAK,UKR,0.25
PAK,URY,0.25
PAK,USA,0.25
PAK,UZB,0.03999999910593033
PAK,VEN,0.25
PAK,ZAF,0.0
PER,PER,1.0
PER,PHL,0.0
PER,POL,0.25
PER,PRT,0.75
PER,ROU,0.5
PER,RUS,0.25
PER,SLV,1.0
PER,SRB,0.25
PER,SVK,0.25
PER,SVN,0.25
PER,SWE,0.25
PER,THA,0.0
PER,TUN,0.0
PER,TWN,0.0
PER,UKR,0.25
PER,URY,1.0
PER,USA,0.36250001192092896
PER,UZB,0.03999999910593033
PER,VEN,1.0
PER,ZAF,0.0
PHL,PHL,1.0
PHL,POL,0.0
PHL,PRT,0.0
PHL,ROU,0.0
PHL,RUS,0.0
PHL,SLV,0.0
PHL,SRB,0.0
PHL,SVK,0.0
PHL,SVN,0.0
PHL,SWE,0.0
PHL,THA,0.0
PHL,TUN,0.0
PHL,TWN,0.0
PHL,UKR,0.0
PHL,URY,0.0
PHL,USA,0.0
PHL,UZB,0.0
PHL,VEN,0.0
PHL,ZAF,0.0
POL,POL,1.0
POL,PRT,0.25
POL,ROU,0.25
POL,RUS,0.5
POL,SLV,0.25
POL,SRB,0.5
POL,SVK,0.5
POL,SVN,0.5
POL,SWE,0.25
POL,THA,0.0
POL,TUN,0.0
POL,TWN,0.0
POL,UKR,0.5
POL,URY,0.25
POL,USA,0.25
POL,UZB,0.07999999821186066
POL,VEN,0.25
POL,ZAF,0.0
PRT,PRT,1.0
PRT,ROU,0.5
PRT,RUS,0.25
PRT,SLV,0.75
PRT,SRB,0.25
PRT,SVK,0.25
PRT,SVN,0.25
PRT,SWE,0.25
PRT,THA,0.0
PRT,TUN,0.0
PRT,TWN,0.0
PRT,UKR,0.25
PRT,URY,0.75
PRT,USA,0.32500001788139343
PRT,UZB,0.03999999910593033
PRT,VEN,0.75
PRT,ZAF,0.0
ROU,ROU,1.0
ROU,RUS,0.25
ROU,SLV,0.5
ROU,SRB,0.25
ROU,SVK,0.25
ROU,SVN,0.25
ROU,SWE,0.25
ROU,THA,0.0
ROU,TUN,0.0
ROU,TWN,0.0
ROU,UKR,0.25
ROU,URY,0.5
ROU,USA,0.2875000238418579
ROU,UZB,0.03999999910593033
ROU,VEN,0.5
ROU,ZAF,0.0
RUS,RUS,1.0
RUS,SLV,0.25
RUS,SRB,0.5
RUS,SVK,0.5
RUS,SVN,0.5
RUS,SWE,0.25
RUS,THA,0.0
RUS,TUN,0.0
RUS,TWN,0.0
RUS,UKR,0.824999988079071
RUS,URY,0.25
RUS,USA,0.25
RUS,UZB,0.1599999964237213
RUS,VEN,0.25
RUS,ZAF,0.0
SLV,SLV,1.0
SLV,SRB,0.25
SLV,SVK,0.25
SLV,SVN,0.25
SLV,SWE,0.25
SLV,THA,0.0
SLV,TUN,0.0
SLV,TWN,0.0
SLV,UKR,0.25
SLV,URY,1.0
SLV,USA,0.36250001192092896
SLV,UZB,0.03999999910593033
SLV,VEN,1.0
SLV,ZAF,0.0
SRB,SRB,1.0
SRB,SVK,0.5
SRB,SVN,0.5
SRB,SWE,0.25
SRB,THA,0.0
SRB,TUN,0.0
SRB,TWN,0.0
SRB,UKR,0.5
SRB,URY,0.25
SRB,USA,0.25
SRB,UZB,0.07999999821186066
SRB,VEN,0.25
SRB,ZAF,0.0
SVK,SVK,1.0
SVK,SVN,0.75
SVK,SWE,0.25
SVK,THA,0.0
SVK,TUN,0.0
SVK,TWN,0.0
SVK,UKR,0.5
SVK,URY,0.25
SVK,USA,0.25
SVK,UZB,0.07999999821186066
SVK,VEN,0.25
SVK,ZAF,0.0
SVN,SVN,1.0
SVN,SWE,0.25
SVN,THA,0.0
SVN,TUN,0.0
SVN,TWN,0.0
SVN,UKR,0.5
SVN,URY,0.25
SVN,USA,0.25
SVN,UZB,0.07999999821186066
SVN,VEN,0.25
SVN,ZAF,0.0
SWE,SWE,1.0
SWE,THA,0.0
SWE,TUN,0.0
SWE,TWN,0.0
SWE,UKR,0.25
SWE,URY,0.25
SWE,USA,0.4625000059604645
SWE,UZB,0.03999999910593033
SWE,VEN,0.25
SWE,ZAF,0.0
THA,THA,1.0
THA,TUN,0.0
THA,TWN,0.0
THA,UKR,0.0
THA,URY,0.0
THA,USA,0.0
THA,UZB,0.0
THA,VEN,0.0
THA,ZAF,0.0
TUN,TUN,1.0
TUN,TWN,0.0
TUN,UKR,0.0
TUN,URY,0.0
TUN,USA,0.0
TUN,UZB,0.0
TUN,VEN,0.0
TUN,ZAF,0.0
TWN,TWN,1.0
TWN,UKR,0.0
TWN,URY,0.0
TWN,USA,0.0
TWN,UZB,0.0
TWN,VEN,0.0
TWN,ZAF,0.0
UKR,UKR,1.0
UKR,URY,0.25
UKR,USA,0.25
UKR,UZB,0.13199999928474426
UKR,VEN,0.25
UKR,ZAF,0.0
URY,URY,1.0
URY,USA,0.36250001192092896
URY,UZB,0.03999999910593033
URY,VEN,1.0
URY,ZAF,0.0
USA,USA,1.0
USA,UZB,0.04000000283122063
USA,VEN,0.36250001192092896
USA,ZAF,0.0
UZB,UZB,1.0
UZB,VEN,0.03999999910593033
UZB,ZAF,0.0
VEN,VEN,1.0
VEN,ZAF,0.0
ZAF,ZAF,1.0
